submissionCode,fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Somali,069,3620,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Thai,047,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Swedish,046,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Afrikaans,001,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,44,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Haitian Creole,085,7,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Danish,009,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Shona,169,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hungarian,021,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Bengali,010,33,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Norwegian,034,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Dutch,033,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Turkish,048,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Not Specific,052,381,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Yiddish,059,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Telugu,119,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hmong,020,1059,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,English,011,24465,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Cheyenne,006,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Italian,023,9,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Indonesian, Bahasa Indonesian",032,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Amharic,063,137,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Sogdian ,360,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Harari,137,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Greek,054,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Fulah,066,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,French,015,85,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Polish,037,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Pashto ,060,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Vietnamese,051,81,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Portuguese,038,11,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Nepali,068,25,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Cebuano, Visayan, Binisaya",036,13,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Ga,160,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Tigrinya,071,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Afar,175,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hindi ,019,48,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Japanese,024,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Estonian,012,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Iu Mien  ,061,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,German,017,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Bosnian,041,9,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,15-16,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,English,011,254,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,15-16,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,English,011,442,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Spanish,045,459,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Edo,139,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Thai,047,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Vietnamese,051,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Ilocano,125,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Hmong,020,18,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Tigrinya,071,8,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,English,011,2916,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Bengali,010,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Romanian,039,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,French,015,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Arabic,002,10,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Somali,069,30,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Oromo, Afan Oromo, Oromiffa ",074,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Danish,009,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,German,017,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Samoan,056,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ndebele,099,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"English, Creolized",057,37,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Arabic,002,339,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kamba,088,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Twi,161,26,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Japanese,024,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Iban,251,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Not Specific,052,103,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Loma,290,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,156,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Afrikaans,001,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Balinese,086,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ebira,225,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Russian,040,288,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Pashto ,060,12,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Sidamo,138,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ilocano,125,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Wolof,094,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Finnish,014,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bengali,010,19,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kannada ,113,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Karen ,129,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Albanian,072,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Haitian Creole,085,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Ojibwa, Chippewa, Anishinaabemowin",035,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Amharic,063,55,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gio,242,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Hmong,020,1112,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Lingala,067,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Swedish,046,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Ganda, Luganda ",095,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bassa,146,12,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Burmese,055,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ga,160,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gola,243,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Italian,023,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Basaa,409,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Rwanda,093,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,English,011,31454,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Korean,026,21,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Kpelle, Pelle ",148,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nuer,076,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Yoruba,075,61,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gbandi ,238,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tongan,134,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,40,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Krahn,281,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bantu,101,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Igbo,065,73,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mende,150,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vietnamese,051,464,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Norwegian,034,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Dutch,033,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Kissi, Gissi ",273,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Malayalam,115,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fulah,066,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Thai,047,16,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Turkish,048,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Oromo, Afan Oromo, Oromiffa ",074,216,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fang,229,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Banda,190,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mano. Mah ,297,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Grebo,077,138,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Filipino, Pilipino",126,22,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Marathi,116,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kru,282,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bosnian,041,83,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Harari,137,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Belorusan,102,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Anuak,103,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Cantonese,108,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,German,017,22,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Czech,004,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Punjabi,117,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vai,386,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ewe,158,11,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Estonian,012,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Indonesian, Bahasa Indonesian",032,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Igala,253,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tibetan,073,22,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bulgarian,064,12,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Minangkabau,313,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ngumba,408,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Adangme,083,22,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,French,015,74,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Polish,037,18,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,15-16,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Urdu,122,27,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
