Submission Code,Fiscal Year,District Number,District Type,District Name,Language Name,Home Primary Language,Enrollments,County Code,County Name,Economic Development Region,Strata,Strata Name
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Russian,040,201,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bosnian,041,84,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Slovak,043,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Spanish,045,1546,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Swedish,046,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Thai,047,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Turkish,048,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ukrainian,049,65,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vietnamese,051,459,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Not Specific,052,218,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Greek,054,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Burmese,055,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"English, Creolized",057,49,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Pashto ,060,31,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Iu Mien  ,061,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Amharic,063,103,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bulgarian,064,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Igbo,065,37,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fulah,066,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Lingala,067,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nepali,068,12,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Somali,069,436,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Swahili, Kiswahili ",070,186,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tigrinya,071,18,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Albanian,072,10,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tibetan,073,32,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Oromo, Afan Oromo, Oromiffa ",074,389,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Yoruba,075,92,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nuer,076,16,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Grebo,077,47,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kabyle ,078,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fon,081,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Georgian,082,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Adangme,083,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Chamor,084,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Haitian Creole,085,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Balinese,086,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Malagasy,090,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bambara,091,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Rwanda,093,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Wolof,094,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ganda,095,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Maay,100,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bantu,101,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Anuak,103,13,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Cantonese,108,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gujarati,112,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Malayalam,115,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,21-22,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Marathi,116,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
