2009-2010 Fall Enrollment by Home Primary Language by District,,,,,,,,,,,
Source: MARSS Fall FY10,,,,,,,,,,,
,,,,,,,,,,,
fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,startaName
09-10,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,THAI                          ,047,1,03,Becker                                       ,04,5,Outstate - Enrollment between 500 and 999
09-10,0023,01,FRAZEE-VERGAS PUBLIC SCHOOL DIST.,ENGLISH                       ,011,889,03,Becker                                       ,04,5,Outstate - Enrollment between 500 and 999
09-10,0025,01,PINE POINT PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,60,03,Becker                                       ,04,6,Outstate - Enrollment less than 500
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,2,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,4796,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,1,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,1,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,2,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,13,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,1,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0031,01,BEMIDJI PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,6,04,Beltrami                                     ,02,3,Outstate - Enrollment 2000 or more
09-10,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,3,04,Beltrami                                     ,02,5,Outstate - Enrollment between 500 and 999
09-10,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,611,04,Beltrami                                     ,02,5,Outstate - Enrollment between 500 and 999
09-10,0032,01,BLACKDUCK PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,2,04,Beltrami                                     ,02,5,Outstate - Enrollment between 500 and 999
09-10,0036,01,KELLIHER PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,220,04,Beltrami                                     ,02,6,Outstate - Enrollment less than 500
09-10,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,CHIPPEWA                      ,035,162,04,Beltrami                                     ,02,4,Outstate - Enrollment between 1000 and 1999
09-10,0038,01,RED LAKE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1206,04,Beltrami                                     ,02,4,Outstate - Enrollment between 1000 and 1999
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,8,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,DUTCH                         ,033,2,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,14,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,1,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,3,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,HINDI                         ,019,1,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,2,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,ROMANIAN                      ,039,1,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,3,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,3641,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0047,01,SAUK RAPIDS PUBLIC SCHOOL DISTRICT,NUER                          ,076,2,05,Benton                                       ,07W,3,Outstate - Enrollment 2000 or more
09-10,0051,01,FOLEY PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1715,05,Benton                                       ,07W,4,Outstate - Enrollment between 1000 and 1999
09-10,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,4,07,Blue Earth                                   ,09,5,Outstate - Enrollment between 500 and 999
09-10,0075,01,ST. CLAIR PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,580,07,Blue Earth                                   ,09,5,Outstate - Enrollment between 500 and 999
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,NOT SPECIFIC                  ,052,3,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,SERBO-CROATIAN                ,041,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,16,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,10,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,MONGOLIAN                     ,025,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,HINDI                         ,019,5,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,ANUAK                         ,103,23,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,5,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,OROMO                         ,074,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,ARABIC                        ,002,17,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,BALINESE/JAVANESE/SUNDANESE                      ,086,3,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,ADANGME/AKAN/DAGOMBA/DAGBANE/FANTE/FANTI/GA/TWI/EWE/GURMA                       ,083,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,CUTCHI                        ,010,6,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,NUER                          ,076,89,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,6630,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,105,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,ROMANIAN                      ,039,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,AFRIKAANS                     ,001,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,KURDISH                       ,027,4,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,155,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,SWAHILI                       ,070,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,"ENGLISH, CREOLIZED            ",057,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,11,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,POLISH                        ,037,2,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,19,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0077,01,MANKATO PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,1,07,Blue Earth                                   ,09,3,Outstate - Enrollment 2000 or more
09-10,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,153,08,Brown                                        ,09,6,Outstate - Enrollment less than 500
09-10,0081,01,COMFREY PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,2,08,Brown                                        ,09,6,Outstate - Enrollment less than 500
09-10,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,153,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,478,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,1,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0084,01,SLEEPY EYE PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,2,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,22,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0085,01,SPRINGFIELD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,556,08,Brown                                        ,09,5,Outstate - Enrollment between 500 and 999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,DANISH                        ,009,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,SWEDISH                       ,046,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,20,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,DUTCH                         ,033,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,6,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,2,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE                 ,042,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1951,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,ESTONIAN                      ,012,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0088,01,NEW ULM PUBLIC SCHOOL DISTRICT,PERSIAN                       ,013,1,08,Brown                                        ,09,4,Outstate - Enrollment between 1000 and 1999
09-10,0091,01,BARNUM PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,738,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0091,01,BARNUM PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,1,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0091,01,BARNUM PUBLIC SCHOOL DISTRICT,THAI                          ,047,1,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0093,01,CARLTON PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0093,01,CARLTON PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,536,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,2,09,Carlton                                      ,03,3,Outstate - Enrollment 2000 or more
09-10,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,4,09,Carlton                                      ,03,3,Outstate - Enrollment 2000 or more
09-10,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,2374,09,Carlton                                      ,03,3,Outstate - Enrollment 2000 or more
09-10,0094,01,CLOQUET PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,3,09,Carlton                                      ,03,3,Outstate - Enrollment 2000 or more
09-10,0095,01,CROMWELL-WRIGHT PUBLIC SCHOOLS,ENGLISH                       ,011,296,09,Carlton                                      ,03,6,Outstate - Enrollment less than 500
09-10,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,723,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,FINNISH                       ,014,1,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0097,01,MOOSE LAKE PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,1,09,Carlton                                      ,03,5,Outstate - Enrollment between 500 and 999
09-10,0099,01,ESKO PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,1,09,Carlton                                      ,03,4,Outstate - Enrollment between 1000 and 1999
09-10,0099,01,ESKO PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,1,09,Carlton                                      ,03,4,Outstate - Enrollment between 1000 and 1999
09-10,0099,01,ESKO PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1147,09,Carlton                                      ,03,4,Outstate - Enrollment between 1000 and 1999
09-10,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,1,09,Carlton                                      ,03,6,Outstate - Enrollment less than 500
09-10,0100,01,WRENSHALL PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,328,09,Carlton                                      ,03,6,Outstate - Enrollment less than 500
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,34,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,934,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0108,01,NORWOOD PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,13,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,HINDI                         ,019,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,PORTUGUESE                    ,038,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,3119,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,29,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,SERBO-CROATIAN                ,041,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,LITHUANIAN                    ,031,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,ARABIC                        ,002,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,NORWEGIAN                     ,034,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,BELORUSSIAN                   ,102,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,PERSIAN                       ,013,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,THAI                          ,047,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,OROMO                         ,074,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,CUTCHI                        ,010,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,SPANISH                       ,045,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,ENGLISH                       ,011,1572,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CEBUANO                       ,036,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,AMHARIC                       ,063,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,RUSSIAN                       ,040,5,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,KOREAN                        ,026,9,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,CEBUANO                       ,036,15,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,ROMANIAN                      ,039,8,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,NEPALI                        ,068,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,LATVIAN                       ,029,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,DANISH                        ,009,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,LAOTIAN                       ,028,49,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,SERBO-CROATIAN                ,041,6,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,ADANGME/AKAN/DAGOMBA/DAGBANE/FANTE/FANTI/GA/TWI/EWE/GURMA                       ,083,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,SLOVAK                        ,043,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,NORWEGIAN                     ,034,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,ICELANDIC                     ,022,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,PERSIAN                       ,013,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,BULGARIAN                     ,064,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,PAMPA/SARAMO/ITONAMA/AYMARA/ARAUCANIAN/PALENQUE/ARAWAK ,079,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,HINDI                         ,019,16,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,OROMO                         ,074,4,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,CAMBODIAN                     ,005,31,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,VIETNAMESE                    ,051,55,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,HMONG                         ,020,11,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,ENGLISH                       ,011,7950,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,AMHARIC                       ,063,3,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,FINNISH                       ,014,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,SPANISH                       ,045,533,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,FRENCH                        ,015,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,MALAGASY                      ,090,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,UKRANIAN                      ,049,5,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,"ENGLISH, CREOLIZED            ",057,2,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,YORUBA                        ,075,1,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
09-10,0112,01,EASTERN CARVER COUNTY PUBLIC SCHOOL,GERMAN                        ,017,5,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
