,,,,,,,,,,,
fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,startaName
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,HMONG                         ,020,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,CUTCHI                        ,010,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,ENGLISH                       ,011,2876,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,THAI                          ,047,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,NORWEGIAN                     ,034,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,CHINESE                       ,007,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,VIETNAMESE                    ,051,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,HINDI                         ,019,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0110,01,WACONIA PUBLIC SCHOOL DISTRICT     ,PERSIAN                       ,013,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,ESTONIAN                      ,012,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,RUSSIAN                       ,040,5,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,LAOTIAN                       ,028,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CEBUANO                       ,036,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CAMBODIAN                     ,005,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CHINESE                       ,007,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,SPANISH                       ,045,7,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,ENGLISH                       ,011,1608,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ROMANIAN                      ,039,7,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SWEDISH                       ,046,6,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,CZECH                         ,004,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,LATVIAN                       ,029,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,DANISH                        ,009,4,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ARABIC                        ,002,11,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SLOVAK                        ,043,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,HMONG                         ,020,12,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,NORWEGIAN                     ,034,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SERBO-CROATIAN                ,041,7,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,OROMO                         ,074,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,CAMBODIAN                     ,005,34,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,KOREAN                        ,026,14,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SOMALI                        ,069,23,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,GERMAN                        ,017,6,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,UKRANIAN                      ,049,6,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,POLISH                        ,037,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,TURKISH                       ,048,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,VIETNAMESE                    ,051,52,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ICELANDIC                     ,022,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,PERSIAN                       ,013,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ITALIAN                       ,023,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,GREEK                         ,054,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,AMHARIC                       ,063,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,HINDI                         ,019,18,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,CUTCHI                        ,010,7,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SWAHILI                       ,070,4,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,CEBUANO                       ,036,19,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,PORTUGUESE                    ,038,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,CHINESE                       ,007,29,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,THAI                          ,047,4,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,BALINESE/JAVANESE/SUNDANESE                      ,086,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,BULGARIAN                     ,064,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SPANISH                       ,045,559,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,LAOTIAN                       ,028,59,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,JAPANESE                      ,024,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,RUSSIAN                       ,040,52,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,SIGN LANGUAGE                 ,042,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ESTONIAN                      ,012,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,YORUBA                        ,075,3,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,ENGLISH                       ,011,7724,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,LITHUANIAN                    ,031,2,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0112,01,DISTRICT 112                       ,AFRIKAANS                     ,001,1,10,Carver                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,FRENCH                        ,015,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,THAI                          ,047,2,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,FINNISH                       ,014,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,ENGLISH                       ,011,874,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS      ,ENGLISH                       ,011,1053,11,Cass                                         ,05 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,GERMAN                        ,017,3,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,DUTCH                         ,033,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,JAPANESE                      ,024,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,ENGLISH                       ,011,737,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,KAZAKH                        ,087,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT    ,RUSSIAN                       ,040,1,11,Cass                                         ,05 ,5,Outstate - Enrollment between 500 and 999
07-08,0118,01,NORTHLAND COMMUNITY SCHOOLS        ,ENGLISH                       ,011,477,11,Cass                                         ,05 ,6,Outstate - Enrollment less than 500
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,FRENCH                        ,015,3,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,SPANISH                       ,045,81,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,ENGLISH                       ,011,1295,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,THAI                          ,047,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,GERMAN                        ,017,5,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,PORTUGUESE                    ,038,2,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT  ,CHINESE                       ,007,1,12,Chippewa                                     ,06W,4,Outstate - Enrollment between 1000 and 1999
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,RUSSIAN                       ,040,5,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,AFRIKAANS                     ,001,4,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,HINDI                         ,019,2,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,HMONG                         ,020,54,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,KOREAN                        ,026,3,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,VIETNAMESE                    ,051,2,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,ENGLISH                       ,011,3700,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,SPANISH                       ,045,31,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0138,01,NORTH BRANCH PUBLIC SCHOOLS        ,GERMAN                        ,017,3,13,Chisago                                      ,07E,3,Outstate - Enrollment 2000 or more
07-08,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT   ,HMONG                         ,020,3,13,Chisago                                      ,07E,5,Outstate - Enrollment between 500 and 999
07-08,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT   ,ENGLISH                       ,011,925,13,Chisago                                      ,07E,5,Outstate - Enrollment between 500 and 999
07-08,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT   ,CUTCHI                        ,010,1,13,Chisago                                      ,07E,5,Outstate - Enrollment between 500 and 999
07-08,0146,01,BARNESVILLE PUBLIC SCHOOL DIST.    ,ENGLISH                       ,011,798,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      ,CZECH                         ,004,1,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      ,PORTUGUESE                    ,038,1,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      ,THAI                          ,047,1,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      ,GERMAN                        ,017,55,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT      ,ENGLISH                       ,011,841,14,Clay                                         ,04 ,5,Outstate - Enrollment between 500 and 999
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,ARMENIAN                      ,003,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,SOMALI                        ,069,21,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,JAPANESE                      ,024,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,THAI                          ,047,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,KOREAN                        ,026,4,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,GERMAN                        ,017,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,KURDISH                       ,027,119,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,CHINESE                       ,007,3,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,ENGLISH                       ,011,4720,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,VIETNAMESE                    ,051,40,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,NEPALI                        ,068,2,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,SPANISH                       ,045,294,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,ARABIC                        ,002,10,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,SERBO-CROATIAN                ,041,32,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,ALBANIAN                      ,072,21,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,SIGN LANGUAGE                 ,042,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,DAKOTAH                       ,008,6,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,SWEDISH                       ,046,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,HAWAIIAN                      ,056,3,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,PORTUGUESE                    ,038,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,CUTCHI                        ,010,2,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,RUSSIAN                       ,040,7,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT    ,CAMBODIAN                     ,005,1,14,Clay                                         ,04 ,3,Outstate - Enrollment 2000 or more
07-08,0160,70,MINNESOTA STATE ACADEMIES          ,SIGN LANGUAGE                 ,042,146,66,Rice                                         ,10 ,6,Outstate - Enrollment less than 500
07-08,0160,70,MINNESOTA STATE ACADEMIES          ,ENGLISH                       ,011,36,66,Rice                                         ,10 ,6,Outstate - Enrollment less than 500
07-08,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT      ,ENGLISH                       ,011,1022,15,Clearwater                                   ,02 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT      ,RUSSIAN                       ,040,2,15,Clearwater                                   ,02 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS         ,RUSSIAN                       ,040,4,16,Cook                                         ,03 ,5,Outstate - Enrollment between 500 and 999
07-08,0166,01,COOK COUNTY PUBLIC SCHOOLS         ,ENGLISH                       ,011,570,16,Cook                                         ,03 ,5,Outstate - Enrollment between 500 and 999
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,GERMAN                        ,017,1,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,RUSSIAN                       ,040,6,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,LAOTIAN                       ,028,48,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,ENGLISH                       ,011,357,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,SPANISH                       ,045,69,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS       ,KOREAN                        ,026,1,17,Cottonwood                                   ,08 ,6,Outstate - Enrollment less than 500
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT      ,SPANISH                       ,045,53,17,Cottonwood                                   ,08 ,5,Outstate - Enrollment between 500 and 999
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT      ,HINDI                         ,019,3,17,Cottonwood                                   ,08 ,5,Outstate - Enrollment between 500 and 999
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT      ,ENGLISH                       ,011,868,17,Cottonwood                                   ,08 ,5,Outstate - Enrollment between 500 and 999
07-08,0177,01,WINDOM PUBLIC SCHOOL DISTRICT      ,CUTCHI                        ,010,1,17,Cottonwood                                   ,08 ,5,Outstate - Enrollment between 500 and 999
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,JAPANESE                      ,024,1,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,CHINESE                       ,007,1,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,SIGN LANGUAGE                 ,042,2,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,ENGLISH                       ,011,6981,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,HINDI                         ,019,1,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,GERMAN                        ,017,1,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,CUTCHI                        ,010,3,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT    ,SPANISH                       ,045,2,18,Crow Wing                                    ,05 ,3,Outstate - Enrollment 2000 or more
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST. ,SPANISH                       ,045,5,18,Crow Wing                                    ,05 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST. ,ENGLISH                       ,011,1218,18,Crow Wing                                    ,05 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0186,01,PEQUOT LAKES PUBLIC SCHOOLS        ,ENGLISH                       ,011,1589,18,Crow Wing                                    ,05 ,4,Outstate - Enrollment between 1000 and 1999
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,ARABIC                        ,002,37,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,RUSSIAN                       ,040,72,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,HINDI                         ,019,7,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,SPANISH                       ,045,690,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,DANISH                        ,009,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,"ENGLISH, CREOLIZED            ",057,44,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,IBO                           ,065,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,BEMBA/TONGA/NYANJA                         ,098,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,HAITIAN CREOLE                ,085,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,UKRANIAN                      ,049,16,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,VIETNAMESE                    ,051,198,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,TURKISH                       ,048,2,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,CHIPPEWA                      ,035,3,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,ENGLISH                       ,011,8088,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,SLOVAK                        ,043,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,GERMAN                        ,017,8,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,KAMBA/KIKUYA/LUO                         ,088,1,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,THAI                          ,047,4,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,TIGRINYA                      ,071,9,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,LAOTIAN                       ,028,109,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,BURMESE                       ,055,2,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,INDONESIAN                    ,032,2,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,PERSIAN                       ,013,12,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,CUTCHI                        ,010,38,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
07-08,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT  ,JAPANESE                      ,024,2,19,Dakota                                       ,11 ,2,County Metro Area excluding MPLS/STP
