sub_cde,dat_yer,dst_num,dst_tye,district,language,homprm_lng,k12count,d_county,county,eco_dev,stratanum,strata
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,KURDISH,027,3,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,LAOTIAN,028,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,LITHUANIAN,031,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,NEPALI,068,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,NORWEGIAN,034,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,NOT AVAILABLE,053,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,OROMO,074,7,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,PERSIAN,013,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,POLISH,037,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,PORTUGUESE,038,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,ROMANIAN,039,5,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,RUSSIAN,040,15,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SERBO-CROATIAN,041,9,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,7,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SINGHALESE,058,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SOMALI,069,38,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SPANISH,045,213,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SWAHILI,070,21,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,SWEDISH,046,5,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,THAI,047,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,TIGRINYA,071,5,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,TURKISH,048,7,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,77,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0623,01,ROSEVILLE PUBLIC SCHOOL DISTRICT,YORUBA,075,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,ADANGME,083,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,AFRIKAANS,001,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,AMHARIC,063,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,ARABIC,002,8,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,CAMBODIAN,005,12,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,CEBUANO,036,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,CHINESE,007,5,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,CUTCHI,010,10,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,DANISH,009,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,DUTCH,033,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,ENGLISH,011,7907,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,"ENGLISH, CREOLIZED",057,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,GERMAN,017,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,GREEK,054,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,HAWAIIAN,056,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,HINDI,019,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,HMONG,020,354,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,JAPANESE,024,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,KOREAN,026,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,KRIO,077,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,KURDISH,027,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,LAOTIAN,028,3,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,LATVIAN,029,5,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,NOT SPECIFIC,052,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,POLISH,037,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,RUSSIAN,040,12,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,SERBO-CROATIAN,041,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,SLOVAK,043,1,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,SOMALI,069,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,SPANISH,045,119,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,THAI,047,2,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,UKRANIAN,049,6,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,VIETNAMESE,051,29,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0624,01,WHITE BEAR LAKE SCHOOL DISTRICT,YORUBA,075,4,62,RAMSEY,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ADANGME,083,23,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ALBANIAN,072,2,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,AMERICAN INDIAN,006,3,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,AMHARIC,063,212,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ARABIC,002,55,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ARMENIAN,003,2,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,BANTU,101,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,BULGARIAN,064,6,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,BURMESE,055,222,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CAMBODIAN,005,293,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CEBUANO,036,55,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CHINESE,007,81,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CHIPPEWA,035,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CUTCHI,010,30,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CZECH,004,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,DAKOTAH,008,4,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,DUTCH,033,6,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ENGLISH,011,22644,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,"ENGLISH, CREOLIZED",057,114,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ESTONIAN,012,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,FINNISH,014,4,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,FRENCH,015,94,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,GERMAN,017,31,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,GREEK,054,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HAUSA,066,12,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HAWAIIAN,056,9,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HEBREW,018,2,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HINDI,019,19,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HMONG,020,10252,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,IBO,065,37,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ICELANDIC,022,3,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,INDONESIAN,032,3,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ITALIAN,023,7,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,JAPANESE,024,16,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,KOREAN,026,24,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,KRIO,077,25,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,KURDISH,027,9,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LAOTIAN,028,45,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LITHUANIAN,031,2,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LUBA,097,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LUGANDA,095,10,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,MONGOLIAN,025,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NDELBELE,099,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NEPALI,068,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NORWEGIAN,034,5,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NOT SPECIFIC,052,29,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NUER,076,7,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,OROMO,074,253,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,PERSIAN,013,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,POLISH,037,8,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,PORTUGUESE,038,4,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ROMANIAN,039,9,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,RUNDI,082,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,RUSSIAN,040,67,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,RWANDA,093,8,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SERBO-CROATIAN,041,3,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,17,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SINGHALESE,058,1,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SOMALI,069,804,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SPANISH,045,3943,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SWAHILI,070,31,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SWEDISH,046,10,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,THAI,047,12,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,TIBETAN,073,5,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,TIGRINYA,071,100,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,TURKISH,048,3,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,300,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,YORUBA,075,46,62,RAMSEY,11,1,Minneapolis and Saint Paul
F,06-07,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,ENGLISH,011,163,63,RED LAKE,01,6,Outstate - Enrollment less than 500
F,06-07,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,FRENCH,015,1,63,RED LAKE,01,6,Outstate - Enrollment less than 500
F,06-07,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,ENGLISH,011,182,63,RED LAKE,01,6,Outstate - Enrollment less than 500
F,06-07,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,UZBEK,096,1,63,RED LAKE,01,6,Outstate - Enrollment less than 500
F,06-07,0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,ENGLISH,011,368,63,RED LAKE,01,6,Outstate - Enrollment less than 500
F,06-07,0635,01,MILROY PUBLIC SCHOOL DISTRICT,ENGLISH,011,36,64,REDWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0635,01,MILROY PUBLIC SCHOOL DISTRICT,HMONG,020,2,64,REDWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0640,01,WABASSO PUBLIC SCHOOL DISTRICT,ENGLISH,011,395,64,REDWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ALBANIAN,072,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ARABIC,002,7,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,CAMBODIAN,005,42,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,CHINESE,007,4,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,CUTCHI,010,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ENGLISH,011,3194,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,FRENCH,015,5,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,GERMAN,017,5,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,HMONG,020,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,JAPANESE,024,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,NUER,076,18,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,OROMO,074,3,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,RUSSIAN,040,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,6,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SOMALI,069,104,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SPANISH,045,536,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,5,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,AFGHAN,060,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CAMBODIAN,005,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CEBUANO,036,4,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CHINESE,007,4,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CUTCHI,010,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,ENGLISH,011,3557,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,FRENCH,015,4,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,GERMAN,017,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,GREEK,054,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,HEBREW,018,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,HMONG,020,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,ICELANDIC,022,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,INDONESIAN,032,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,NORWEGIAN,034,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,NOT AVAILABLE,053,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,PERSIAN,013,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,PORTUGUESE,038,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,RUSSIAN,040,3,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SOMALI,069,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SPANISH,045,297,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SWAHILI,070,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SWEDISH,046,2,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,UKRANIAN,049,1,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,14,66,RICE,10,3,Outstate - Enrollment 2000 or more
F,06-07,0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,ENGLISH,011,313,67,ROCK,08,6,Outstate - Enrollment less than 500
F,06-07,0676,01,BADGER PUBLIC SCHOOL DISTRICT,ENGLISH,011,233,68,ROSEAU,01,6,Outstate - Enrollment less than 500
F,06-07,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,ENGLISH,011,1350,68,ROSEAU,01,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,1,68,ROSEAU,01,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,ENGLISH,011,1164,68,ROSEAU,01,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,GERMAN,017,1,68,ROSEAU,01,4,Outstate - Enrollment between 1000 and 1999
