sub_cde,dat_yer,dst_num,dst_tye,district,language,homprm_lng,k12count,d_county,county,eco_dev,stratanum,strata
F,06-07,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,RUSSIAN,040,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,SPANISH,045,35,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,THAI,047,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,UKRANIAN,049,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0110,01,WACONIA PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,AFRIKAANS,001,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CAMBODIAN,005,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,CEBUANO,036,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,ENGLISH,011,1524,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,LAOTIAN,028,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,RUSSIAN,040,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0111,01,WATERTOWN-MAYER PUBLIC SCHOOL DIST.,SPANISH,045,6,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,AMERICAN INDIAN,006,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,AMHARIC,063,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,ARABIC,002,12,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,BULGARIAN,064,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,CAMBODIAN,005,33,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,CEBUANO,036,16,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,CHINESE,007,29,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,CUTCHI,010,6,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,CZECH,004,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,DANISH,009,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,DUTCH,033,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,ENGLISH,011,7678,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,ESTONIAN,012,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,FRENCH,015,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,GERMAN,017,11,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,GREEK,054,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,HINDI,019,14,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,HMONG,020,18,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,ICELANDIC,022,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,JAPANESE,024,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,KOREAN,026,12,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,LAOTIAN,028,63,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,LATVIAN,029,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,LITHUANIAN,031,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,NORWEGIAN,034,1,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,PERSIAN,013,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,POLISH,037,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,PORTUGUESE,038,4,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,ROMANIAN,039,6,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,RUSSIAN,040,46,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SERBO-CROATIAN,041,6,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SLOVAK,043,2,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SOMALI,069,21,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SPANISH,045,526,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SWAHILI,070,4,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,SWEDISH,046,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,THAI,047,4,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,UKRANIAN,049,4,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,VIETNAMESE,051,58,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0112,01,DISTRICT 112,YORUBA,075,3,10,CARVER,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,ENGLISH,011,923,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0113,01,WALKER-HACKENSACK-AKELEY SCHL. DIST,THAI,047,2,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0115,01,CASS LAKE-BENA PUBLIC SCHOOLS,ENGLISH,011,1033,11,CASS,05,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,DUTCH,033,1,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,ENGLISH,011,754,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,FRENCH,015,1,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,GERMAN,017,4,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,HEBREW,018,1,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,SLOVAK,043,1,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0116,01,PILLAGER PUBLIC SCHOOL DISTRICT,SPANISH,045,1,11,CASS,05,5,Outstate - Enrollment between 500 and 999
F,06-07,0118,01,NORTHLAND COMMUNITY SCHOOLS,ENGLISH,011,499,11,CASS,05,6,Outstate - Enrollment less than 500
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,CHINESE,007,1,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,ENGLISH,011,1331,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,FRENCH,015,3,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,HUNGARIAN,021,1,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,NORWEGIAN,034,1,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0129,01,MONTEVIDEO PUBLIC SCHOOL DISTRICT,SPANISH,045,82,12,CHIPPEWA,06W,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,AFRIKAANS,001,4,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,ENGLISH,011,3786,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,GERMAN,017,3,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,HMONG,020,54,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,KOREAN,026,3,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,LAOTIAN,028,1,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,PORTUGUESE,038,1,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,RUSSIAN,040,3,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,SPANISH,045,35,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0138,01,NORTH BRANCH PUBLIC SCHOOLS,VIETNAMESE,051,2,13,CHISAGO,07E,3,Outstate - Enrollment 2000 or more
F,06-07,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,CUTCHI,010,1,13,CHISAGO,07E,5,Outstate - Enrollment between 500 and 999
F,06-07,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,ENGLISH,011,947,13,CHISAGO,07E,5,Outstate - Enrollment between 500 and 999
F,06-07,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,GERMAN,017,1,13,CHISAGO,07E,5,Outstate - Enrollment between 500 and 999
F,06-07,0139,01,RUSH CITY PUBLIC SCHOOL DISTRICT,HMONG,020,4,13,CHISAGO,07E,5,Outstate - Enrollment between 500 and 999
F,06-07,0146,01,BARNESVILLE PUBLIC SCHOOL DIST.,ENGLISH,011,793,14,CLAY,04,5,Outstate - Enrollment between 500 and 999
F,06-07,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,ENGLISH,011,840,14,CLAY,04,5,Outstate - Enrollment between 500 and 999
F,06-07,0150,01,HAWLEY PUBLIC SCHOOL DISTRICT,GERMAN,017,53,14,CLAY,04,5,Outstate - Enrollment between 500 and 999
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,AFRIKAANS,001,235,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,ALBANIAN,072,20,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,ARABIC,002,10,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,ARMENIAN,003,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,CHINESE,007,5,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,CHIPPEWA,035,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,CUTCHI,010,2,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,CZECH,004,5,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,DAKOTAH,008,5,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,ENGLISH,011,4532,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,GERMAN,017,5,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,HAWAIIAN,056,3,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,INDONESIAN,032,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,JAPANESE,024,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,KOREAN,026,3,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,KURDISH,027,114,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,LAOTIAN,028,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,NEPALI,068,2,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,NORWEGIAN,034,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,PERSIAN,013,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,POLISH,037,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,RUSSIAN,040,5,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SERBO-CROATIAN,041,33,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SLOVAK,043,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SOMALI,069,12,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SPANISH,045,293,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SWAHILI,070,3,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,SWEDISH,046,2,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,TURKISH,048,1,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0152,01,MOORHEAD PUBLIC SCHOOL DISTRICT,VIETNAMESE,051,37,14,CLAY,04,3,Outstate - Enrollment 2000 or more
F,06-07,0160,70,MINNESOTA STATE ACADEMIES,ENGLISH,011,39,66,RICE,10,6,Outstate - Enrollment less than 500
F,06-07,0160,70,MINNESOTA STATE ACADEMIES,SIGN LANGUAGE,042,147,66,RICE,10,6,Outstate - Enrollment less than 500
F,06-07,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,CUTCHI,010,1,15,CLEARWATER,02,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,ENGLISH,011,1032,15,CLEARWATER,02,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0162,01,BAGLEY PUBLIC SCHOOL DISTRICT,RUSSIAN,040,2,15,CLEARWATER,02,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0166,01,COOK COUNTY PUBLIC SCHOOLS,ENGLISH,011,577,16,COOK,03,5,Outstate - Enrollment between 500 and 999
F,06-07,0166,01,COOK COUNTY PUBLIC SCHOOLS,RUSSIAN,040,4,16,COOK,03,5,Outstate - Enrollment between 500 and 999
F,06-07,0166,01,COOK COUNTY PUBLIC SCHOOLS,THAI,047,2,16,COOK,03,5,Outstate - Enrollment between 500 and 999
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,ENGLISH,011,340,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,JAPANESE,024,1,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,LAOTIAN,028,53,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,RUSSIAN,040,4,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,SPANISH,045,60,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0173,01,MOUNTAIN LAKE PUBLIC SCHOOLS,SWEDISH,046,1,17,COTTONWOOD,08,6,Outstate - Enrollment less than 500
F,06-07,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,ENGLISH,011,887,17,COTTONWOOD,08,5,Outstate - Enrollment between 500 and 999
F,06-07,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,HINDI,019,3,17,COTTONWOOD,08,5,Outstate - Enrollment between 500 and 999
F,06-07,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,SOMALI,069,3,17,COTTONWOOD,08,5,Outstate - Enrollment between 500 and 999
F,06-07,0177,01,WINDOM PUBLIC SCHOOL DISTRICT,SPANISH,045,57,17,COTTONWOOD,08,5,Outstate - Enrollment between 500 and 999
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,CHINESE,007,2,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,CUTCHI,010,2,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,ENGLISH,011,7013,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,GERMAN,017,2,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,RUSSIAN,040,1,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE,042,2,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,SPANISH,045,2,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0181,01,BRAINERD PUBLIC SCHOOL DISTRICT,THAI,047,1,18,CROW WING,05,3,Outstate - Enrollment 2000 or more
F,06-07,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,ENGLISH,011,1264,18,CROW WING,05,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,RUSSIAN,040,1,18,CROW WING,05,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0182,01,CROSBY-IRONTON PUBLIC SCHOOL DIST.,SPANISH,045,4,18,CROW WING,05,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0186,01,PEQUOT LAKES PUBLIC SCHOOLS,ENGLISH,011,1542,18,CROW WING,05,4,Outstate - Enrollment between 1000 and 1999
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,ADANGME,083,4,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,AFGHAN,060,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,AFRIKAANS,001,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,ALBANIAN,072,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,AMHARIC,063,46,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,ARABIC,002,31,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,BANTU,101,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,BULGARIAN,064,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,BURMESE,055,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,CAMBODIAN,005,137,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,CEBUANO,036,18,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,CHINESE,007,67,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,CHIPPEWA,035,3,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,CUTCHI,010,22,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,DANISH,009,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,ENGLISH,011,8420,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,"ENGLISH, CREOLIZED",057,40,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,FINNISH,014,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,FRENCH,015,6,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,GERMAN,017,7,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,GREEK,054,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,HAITIAN CREOLE,085,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,HAUSA,066,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,HAWAIIAN,056,16,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,HINDI,019,5,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,HMONG,020,29,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,IBO,065,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,INDONESIAN,032,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,JAPANESE,024,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,KAMBA,088,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,KOREAN,026,22,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,KRIO,077,1,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,LAOTIAN,028,120,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,MONGOLIAN,025,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,NEPALI,068,2,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,NOT SPECIFIC,052,3,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,NUER,076,9,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,OROMO,074,5,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
F,06-07,0191,01,BURNSVILLE PUBLIC SCHOOL DISTRICT,PERSIAN,013,14,19,DAKOTA,11,2,7 County Metro Area excluding MPLS/STP
