fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,startaName
08-09,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,20,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,NUER                          ,076,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,HMONG                         ,020,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0194,01,LAKEVILLE PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0195,01,RANDOLPH PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,538,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,RUSSIAN                       ,040,182,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,PAMPA/SARAMO/ITONAMA/AYMARA/ARAUCANIAN/PALENQUE/ARAWAK ,079,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,AFGHAN                        ,060,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,BURMESE                       ,055,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,TIBETAN                       ,073,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,JAPANESE                      ,024,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,CAMBODIAN                     ,005,84,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,NEPALI                        ,068,7,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,IBO                           ,065,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,CHINESE                       ,007,188,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SOMALI                        ,069,268,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,NUER                          ,076,15,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,WOLOF,094,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ROMANIAN                      ,039,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,GERMAN                        ,017,16,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,OROMO                         ,074,10,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,KRIO                          ,077,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ANUAK                         ,103,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,DAKOTAH                       ,008,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,NORWEGIAN                     ,034,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SWEDISH                       ,046,9,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,CEBUANO                       ,036,61,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ARMENIAN                      ,003,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,TIGRINYA                      ,071,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,FRENCH                        ,015,18,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,CZECH                         ,004,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,HAWAIIAN                      ,056,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,CUTCHI                        ,010,128,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,LITHUANIAN                    ,031,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ADANGME/AKAN/DAGOMBA/DAGBANE/FANTE/FANTI/GA/TWI/EWE/GURMA                       ,083,16,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,PERSIAN                       ,013,13,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ARABIC                        ,002,64,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,HMONG                         ,020,131,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SERBO-CROATIAN                ,041,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,KAMBA/KIKUYA/LUO                         ,088,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,KOREAN                        ,026,54,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,HINDI                         ,019,109,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,BALINESE/JAVANESE/SUNDANESE                      ,086,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,BULGARIAN                     ,064,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,NOT SPECIFIC                  ,052,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ENGLISH                       ,011,24396,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SLOVAK                        ,043,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,VIETNAMESE                    ,051,232,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,GREEK                         ,054,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,UKRANIAN                      ,049,13,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,PORTUGUESE                    ,038,10,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,HAITIAN CREOLE                ,085,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,FINNISH                       ,014,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,POLISH                        ,037,5,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,LAOTIAN                       ,028,107,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SIGN LANGUAGE                 ,042,11,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,AFRIKAANS                     ,001,5,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,INDONESIAN                    ,032,7,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ESTONIAN                      ,012,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,TURKISH                       ,048,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SINGHALESE                    ,058,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SPANISH                       ,045,851,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,YORUBA                        ,075,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,ITALIAN                       ,023,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,"ENGLISH, CREOLIZED            ",057,15,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,AMHARIC                       ,063,82,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,SWAHILI                       ,070,23,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0196,01,ROSEMOUNT-APPLE VALLEY-EAGAN,THAI                          ,047,10,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,JAPANESE                      ,024,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,SPANISH                       ,045,549,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,FRENCH                        ,015,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,CEBUANO                       ,036,7,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,CAMBODIAN                     ,005,16,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,KOREAN                        ,026,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,YIDDISH                       ,059,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,SWEDISH                       ,046,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,SOMALI                        ,069,41,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,CHINESE                       ,007,13,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,THAI                          ,047,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,ENGLISH                       ,011,3572,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,DANISH                        ,009,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,HINDI                         ,019,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,CUTCHI                        ,010,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,LAOTIAN                       ,028,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,WOLOF,094,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,PERSIAN                       ,013,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,ARABIC                        ,002,16,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,LUGANDA                       ,095,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,IBO                           ,065,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,RUSSIAN                       ,040,21,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,GERMAN                        ,017,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,YORUBA                        ,075,5,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,AMHARIC                       ,063,8,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,"ENGLISH, CREOLIZED            ",057,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,NOT SPECIFIC                  ,052,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,ARMENIAN                      ,003,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,VIETNAMESE                    ,051,19,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,SIGN LANGUAGE                 ,042,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,PORTUGUESE                    ,038,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,AFRIKAANS                     ,001,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,HMONG                         ,020,32,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,OROMO                         ,074,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0197,01,WEST ST. PAUL-MENDOTA HTS.-EAGAN,HEBREW                        ,018,5,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,YORUBA                        ,075,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,AMHARIC                       ,063,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SPANISH                       ,045,221,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,KRIO                          ,077,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,CAMBODIAN                     ,005,5,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,CUTCHI                        ,010,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,VIETNAMESE                    ,051,9,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,TIGRINYA                      ,071,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,FINNISH                       ,014,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,CHINESE                       ,007,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,ARABIC                        ,002,15,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,HMONG                         ,020,50,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,GERMAN                        ,017,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,"ENGLISH, CREOLIZED            ",057,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,PORTUGUESE                    ,038,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,ROMANIAN                      ,039,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,AFRIKAANS                     ,001,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,ENGLISH                       ,011,3326,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SERBO-CROATIAN                ,041,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,HAWAIIAN                      ,056,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SOMALI                        ,069,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,CEBUANO                       ,036,9,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,KOREAN                        ,026,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SWEDISH                       ,046,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,RUSSIAN                       ,040,10,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SWAHILI                       ,070,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0199,01,INVER GROVE HEIGHTS SCHOOLS,SIGN LANGUAGE                 ,042,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,6,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,AFRIKAANS                     ,001,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,OROMO                         ,074,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,HINDI                         ,019,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,POLISH                        ,037,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,PORTUGUESE                    ,038,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,SWAHILI                       ,070,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,43,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,4739,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,THAI                          ,047,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,HMONG                         ,020,17,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0200,01,HASTINGS PUBLIC SCHOOL DISTRICT,TIGRINYA                      ,071,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
08-09,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,HEBREW                        ,018,1,20,Dodge                                        ,10,5,Outstate - Enrollment between 500 and 999
08-09,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,802,20,Dodge                                        ,10,5,Outstate - Enrollment between 500 and 999
08-09,0203,01,HAYFIELD PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,13,20,Dodge                                        ,10,5,Outstate - Enrollment between 500 and 999
08-09,0204,01,KASSON-MANTORVILLE SCHOOL DIST.,RUSSIAN                       ,040,2,20,Dodge                                        ,10,3,Outstate - Enrollment 2000 or more
08-09,0204,01,KASSON-MANTORVILLE SCHOOL DIST.,ENGLISH                       ,011,2015,20,Dodge                                        ,10,3,Outstate - Enrollment 2000 or more
08-09,0204,01,KASSON-MANTORVILLE SCHOOL DIST.,SPANISH                       ,045,41,20,Dodge                                        ,10,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,"ENGLISH, CREOLIZED            ",057,1,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,3768,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,NEPALI                        ,068,1,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,3,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,3,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,2,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,4,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,DUTCH                         ,033,2,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0206,01,ALEXANDRIA PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,1,21,Douglas                                      ,04,3,Outstate - Enrollment 2000 or more
08-09,0207,01,BRANDON PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,281,21,Douglas                                      ,04,6,Outstate - Enrollment less than 500
08-09,0208,01,EVANSVILLE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,162,21,Douglas                                      ,04,6,Outstate - Enrollment less than 500
08-09,0213,01,OSAKIS PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,21,Douglas                                      ,04,5,Outstate - Enrollment between 500 and 999
