fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,startaName
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LUGANDA                       ,095,9,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,YORUBA                        ,075,44,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CHIPPEWA                      ,035,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,248,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HAWAIIAN                      ,056,6,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,90,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SWEDISH                       ,046,9,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,PAMPA/SARAMO/ITONAMA/AYMARA/ARAUCANIAN/PALENQUE/ARAWAK ,079,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LATVIAN                       ,029,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,54,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NUER                          ,076,6,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,PERSIAN                       ,013,2,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,839,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,GREEK                         ,054,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,HMONG                         ,020,9406,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,NDELBELE/SHONA                      ,099,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,17,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,216,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,20949,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LUBA                          ,097,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,IBO                           ,065,29,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,40,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,57,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ITALIAN                       ,023,5,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,101,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE                 ,042,23,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,FINNISH                       ,014,3,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,CUTCHI                        ,010,31,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ARABIC                        ,002,86,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,WOLOF,094,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,BULGARIAN                     ,064,7,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,BEMBA/TONGA/NYANJA                         ,098,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,ALBANIAN                      ,072,1,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0625,01,ST. PAUL PUBLIC SCHOOL DISTRICT,TIGRINYA                      ,071,94,62,Ramsey                                       ,11,1,Minneapolis and Saint Paul
08-09,0627,01,OKLEE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,151,63,Red Lake                                     ,01,6,Outstate - Enrollment less than 500
08-09,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,192,63,Red Lake                                     ,01,6,Outstate - Enrollment less than 500
08-09,0628,01,PLUMMER PUBLIC SCHOOL DISTRICT,UZBEK                         ,096,2,63,Red Lake                                     ,01,6,Outstate - Enrollment less than 500
08-09,0630,01,RED LAKE FALLS PUBLIC SCHOOL DIST.,ENGLISH                       ,011,381,63,Red Lake                                     ,01,6,Outstate - Enrollment less than 500
08-09,0635,01,MILROY PUBLIC SCHOOL DISTRICT,HMONG                         ,020,2,64,Redwood                                      ,08,6,Outstate - Enrollment less than 500
08-09,0635,01,MILROY PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,33,64,Redwood                                      ,08,6,Outstate - Enrollment less than 500
08-09,0640,01,WABASSO PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,414,64,Redwood                                      ,08,6,Outstate - Enrollment less than 500
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,580,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,3211,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,3,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ARABIC                        ,002,4,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE                 ,042,11,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,ALBANIAN                      ,072,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,AMHARIC                       ,063,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,NUER                          ,076,36,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,29,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,5,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,5,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0656,01,FARIBAULT PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,119,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE                 ,042,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,3465,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,INDONESIAN                    ,032,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,AFGHAN                        ,060,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SWEDISH                       ,046,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CEBUANO                       ,036,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,8,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,9,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,337,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,JAPANESE                      ,024,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,8,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,BALINESE/JAVANESE/SUNDANESE                      ,086,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,PERSIAN                       ,013,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,SWAHILI                       ,070,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,PORTUGUESE                    ,038,1,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,4,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,5,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CUTCHI                        ,010,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,4,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0659,01,NORTHFIELD PUBLIC SCHOOL DISTRICT,GREEK                         ,054,2,66,Rice                                         ,10,3,Outstate - Enrollment 2000 or more
08-09,0671,01,HILLS-BEAVER CREEK SCHOOL DISTRICT,ENGLISH                       ,011,328,67,Rock                                         ,08,6,Outstate - Enrollment less than 500
08-09,0676,01,BADGER PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,224,68,Roseau                                       ,01,6,Outstate - Enrollment less than 500
08-09,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,"ENGLISH, CREOLIZED            ",057,1,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1269,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0682,01,ROSEAU PUBLIC SCHOOL DISTRICT,SIGN LANGUAGE                 ,042,1,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,2,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,CZECH                         ,004,1,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,77,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,ESTONIAN                      ,012,1,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1043,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,CHIPPEWA                      ,035,1,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0690,01,WARROAD PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,4,68,Roseau                                       ,01,4,Outstate - Enrollment between 1000 and 1999
08-09,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,746,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
08-09,0695,01,CHISHOLM PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
08-09,0696,01,ELY PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,560,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
08-09,0698,01,FLOODWOOD PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,339,69,St. Louis                                    ,03,6,Outstate - Enrollment less than 500
08-09,0700,01,HERMANTOWN PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,2020,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,2181,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,AFRIKAANS                     ,001,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,46,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,119,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,ITALIAN                       ,023,5,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0701,01,HIBBING PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,2,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,POLISH                        ,037,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1769,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,THAI                          ,047,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0704,01,PROCTOR PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,2,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1498,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,4,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,3,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,AFRIKAANS                     ,001,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0706,01,VIRGINIA PUBLIC SCHOOL DISTRICT,THAI                          ,047,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
08-09,0707,01,NETT LAKE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,74,69,St. Louis                                    ,03,6,Outstate - Enrollment less than 500
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,10,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,HMONG                         ,020,18,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,INDONESIAN                    ,032,3,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,8,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,9569,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,FINNISH                       ,014,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,NORWEGIAN                     ,034,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,KOREAN                        ,026,2,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,ALBANIAN                      ,072,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,4,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,KAZAKH                        ,087,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,2,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,RUNDI/GEORGIAN/OSSETIAN                          ,082,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,ARABIC                        ,002,2,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,SWAHILI                       ,070,2,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,SWEDISH                       ,046,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,GERMAN                        ,017,2,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,SOMALI                        ,069,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0709,01,DULUTH PUBLIC SCHOOL DISTRICT,FRENCH                        ,015,1,69,St. Louis                                    ,03,3,Outstate - Enrollment 2000 or more
08-09,0712,01,MOUNTAIN IRON-BUHL SCHOOL DISTRICT,ENGLISH                       ,011,606,69,St. Louis                                    ,03,5,Outstate - Enrollment between 500 and 999
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,CAMBODIAN                     ,005,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,ADANGME/AKAN/DAGOMBA/DAGBANE/FANTE/FANTI/GA/TWI/EWE/GURMA                       ,083,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1480,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,BULGARIAN                     ,064,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0716,01,BELLE PLAINE PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,HAWAIIAN                      ,056,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,UKRANIAN                      ,049,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,ENGLISH                       ,011,1551,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,LAOTIAN                       ,028,7,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,VIETNAMESE                    ,051,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,RUSSIAN                       ,040,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,SPANISH                       ,045,67,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0717,01,JORDAN PUBLIC SCHOOL DISTRICT,CHINESE                       ,007,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,AMHARIC                       ,063,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,GERMAN                        ,017,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,JAPANESE                      ,024,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,ENGLISH                       ,011,6525,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,ARABIC                        ,002,9,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,SWAHILI                       ,070,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,SPANISH                       ,045,58,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,RUSSIAN                       ,040,76,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,CAMBODIAN                     ,005,40,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,CUTCHI                        ,010,6,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,BULGARIAN                     ,064,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,CHINESE                       ,007,43,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,INDONESIAN                    ,032,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,MONGOLIAN                     ,025,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,HINDI                         ,019,6,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,"ENGLISH, CREOLIZED            ",057,3,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,THAI                          ,047,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,SOMALI                        ,069,5,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,PERSIAN                       ,013,1,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,KOREAN                        ,026,4,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,UKRANIAN                      ,049,2,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
08-09,0719,01,PRIOR LAKE-SAVAGE AREA SCHOOLS,VIETNAMESE                    ,051,63,70,Scott                                        ,11,2,County Metro Area excluding MPLS/STP
