submissionCode,fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Afar,175,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Cheyenne,006,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Icelandic,022,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Turkish,048,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Spanish,045,5725,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Thai,047,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,44,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Fulah,066,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Norwegian,034,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Haitian Creole,085,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Telugu,119,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Mandingo,302,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hebrew,018,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Twi,161,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Ga,160,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hindi ,019,56,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Japanese,024,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Afrikaans,001,5,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Romanian,039,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Cebuano, Visayan, Binisaya",036,13,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hmong,020,1175,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,French,015,87,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Latvian,029,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,26,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Farsi ,013,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Italian,023,7,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Polish,037,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Indonesian, Bahasa Indonesian",032,7,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Russian,040,24,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Sogdian ,360,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Harari,137,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Portuguese,038,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Somali,069,3421,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Dutch,033,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,78,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Czech,004,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Saami,350,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Loma,290,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Pashto ,060,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Amharic,063,115,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Bengali,010,27,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Not Specific,052,399,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Malay,124,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Ukrainian,049,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Finnish,014,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Shona,169,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Nepali,068,30,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hungarian,021,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Vietnamese,051,84,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,14-15,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,English,011,277,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,14-15,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,English,011,421,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Somali,069,28,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Amharic,063,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,German,017,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Spanish,045,467,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Bengali,010,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Hmong,020,13,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Romanian,039,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,French,015,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,English,011,2884,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Tigrinya,071,7,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Arabic,002,11,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Vietnamese,051,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vietnamese,051,475,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Basaa,409,11,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Dinka,220,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ndebele,099,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bassa,146,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Anuak,103,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,69,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Spanish,045,1138,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Cantonese,108,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Adangme,083,24,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,171,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Moldovan,315,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Romanian,039,30,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"English, Creolized",057,34,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Oromo, Afan Oromo, Oromiffa ",074,202,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gola,243,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Pashto ,060,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nepali,068,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Portuguese,038,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kazakh,087,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Not Specific,052,104,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Farsi ,013,15,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Lingala,067,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tongan,134,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mandingo,302,11,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vai,386,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Finnish,014,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kabyle ,078,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Arawak,079,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Thai,047,22,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Akan ,156,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Igala,253,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gio,242,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ilocano,125,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nyanja,330,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Japanese,024,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Telugu,119,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Cebuano, Visayan, Binisaya",036,41,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Assyrian Neo-Aramaic,413,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,French,015,79,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Korean,026,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Kpelle, Pelle ",148,18,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kikuyu,270,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Hmong,020,1076,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Urhobo,384,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Rwanda,093,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Ojibwa, Chippewa, Anishinaabemowin",035,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kru,282,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Malayalam,115,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Urdu,122,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Turkish,048,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Norwegian,034,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,39,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Banda,190,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Polish,037,19,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Somali,069,226,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nuer,076,27,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gujarati,112,13,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Albanian,072,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tibetan,073,23,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tigre,145,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Indonesian, Bahasa Indonesian",032,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bosnian,041,82,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Swahili, Kiswahili ",070,169,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kannada ,113,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Marathi,116,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Danish,009,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fulah,066,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fijian,231,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mano. Mah ,297,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Russian,040,317,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bengali,010,25,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ukrainian,049,96,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tamil,118,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Burmese,055,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ga,160,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Swedish,046,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mende,150,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ewe,158,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,English,011,31500,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ebira,225,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Arabic,002,318,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Estonian,012,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Harari,137,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Belorusan,102,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Hindi ,019,34,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Dutch,033,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Ganda, Luganda ",095,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,14-15,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Grebo,077,171,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
