submissionCode,fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Ewondo,228,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Vietnamese,051,80,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Swedish,046,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,English,011,24164,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Afar,175,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Estonian,012,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Iu Mien  ,061,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Latvian,029,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Telugu,119,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,46,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Romanian,039,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Not Specific,052,460,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Italian,023,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Thai,047,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Nepali,068,28,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Slovak,043,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Ukrainian,049,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Burmese,055,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Russian,040,22,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Japanese,024,8,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hindi ,019,49,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Mandingo,302,7,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Hmong,020,1324,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,French,015,82,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Cheyenne,006,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,German,017,4,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Armenian,003,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Tigrinya,071,6,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Greek,054,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Bosnian,041,8,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Fulah,066,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Dutch,033,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Haitian Creole,085,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Amharic,063,108,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Bengali,010,21,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Macedonian,089,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Czech,004,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Norwegian,034,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,2,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Korean,026,1,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,33,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Somali,069,2915,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0001,03,MINNEAPOLIS PUBLIC SCHOOL DIST.,Turkish,048,3,27,Hennepin                                     ,11,1,Minneapolis and Saint Paul
F,13-14,0002,01,HILL CITY PUBLIC SCHOOL DISTRICT,English,011,281,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,13-14,0004,01,MCGREGOR PUBLIC SCHOOL DISTRICT,English,011,394,01,Aitkin                                       ,03,6,Outstate - Enrollment less than 500
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Arabic,002,14,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,French,015,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Bengali,010,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Samoan,056,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Hmong,020,9,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Korean,026,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Tigrinya,071,7,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Amharic,063,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Norwegian,034,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Oromo, Afan Oromo, Oromiffa ",074,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Hindi ,019,1,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Somali,069,25,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,English,011,2859,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Spanish,045,426,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,"Cebuano, Visayan, Binisaya",036,2,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Romanian,039,4,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0006,03,SOUTH ST. PAUL PUBLIC SCHOOL DIST.,Vietnamese,051,3,19,Dakota                                       ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Danish,009,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kru,282,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tibetan,073,19,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Japanese,024,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Basaa,409,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Cebuano, Visayan, Binisaya",036,46,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ndebele,099,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Korean,026,24,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Kpelle, Pelle ",148,16,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Hmong,020,1052,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tagalog,375,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Sidamo,138,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Pashto ,060,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gujarati,112,10,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kikuyu,270,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Urhobo,384,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Afrikaans,001,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kabyle ,078,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fanti ,159,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ukrainian,049,88,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Not Specific,052,113,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tigrinya,071,12,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bulgarian,064,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Cantonese,108,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gbandi ,238,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Iban,251,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nyanja,330,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Lao, Laotian ",028,163,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kamba,088,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Kissi, Gissi ",273,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Czech,004,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Punjabi,117,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Sign Language, ASL",042,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Romanian,039,31,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Swahili, Kiswahili ",070,178,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tongan,134,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Vai,386,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Rwanda,093,8,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,English,011,32070,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Chinese, Mandarin ",007,74,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fijian,231,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Telugu,119,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Banda,190,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Indonesian, Bahasa Indonesian",032,9,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Polish,037,17,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Arawak,079,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Lingala,067,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Kannada ,113,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Marathi,116,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,French,015,73,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Malayalam,115,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Fulah,066,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Bassa,146,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gola,243,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Arabic,002,307,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Balinese,086,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Gio,242,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ilocano,125,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ewe,158,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Spanish,045,1063,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Adangme,083,28,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Twi,161,17,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Yoruba,075,56,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Wolof,094,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nuer,076,23,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Swedish,046,4,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Finnish,014,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Somali,069,209,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Mandingo,302,7,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Sango,352,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Norwegian,034,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Italian,023,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Ganda, Luganda ",095,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"Khmer, Cambodian ",005,34,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Sapo,354,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Dutch,033,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,"English, Creolized",057,31,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Farsi ,013,14,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Dinka,220,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Loma,290,3,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Portuguese,038,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Moldovan,315,5,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Hindi ,019,39,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Tamil,118,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Burmese,055,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ga,160,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Ebira,225,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Nepali,068,2,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
F,13-14,0011,01,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.,Anuak,103,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
