fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
11-12,2805,01,ZUMBROTA-MAZEPPA SCHOOL DISTRICT,"English, Creolized",057,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
11-12,2835,01,JANESVILLE-WALDORF-PEMBERTON,Afrikaans,001,1,81,Waseca                                       ,09,5,Outstate - Enrollment between 500 and 999
11-12,2835,01,JANESVILLE-WALDORF-PEMBERTON,English,011,576,81,Waseca                                       ,09,5,Outstate - Enrollment between 500 and 999
11-12,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,Chuukese,210,11,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
11-12,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,English,011,734,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
11-12,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,Spanish,045,15,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
11-12,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,Cebuano,036,2,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
11-12,2853,01,LAC QUI PARLE VALLEY SCHOOL DIST.,Samoan,056,17,37,Lac qui Parle                                ,06W,5,Outstate - Enrollment between 500 and 999
11-12,2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,Arabic,002,1,54,Norman                                       ,01,5,Outstate - Enrollment between 500 and 999
11-12,2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,Spanish,045,13,54,Norman                                       ,01,5,Outstate - Enrollment between 500 and 999
11-12,2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,English,011,501,54,Norman                                       ,01,5,Outstate - Enrollment between 500 and 999
11-12,2854,01,ADA-BORUP PUBLIC SCHOOL DISTRICT,Russian,040,3,54,Norman                                       ,01,5,Outstate - Enrollment between 500 and 999
11-12,2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,Spanish,045,5,45,Marshall                                     ,01,6,Outstate - Enrollment less than 500
11-12,2856,01,STEPHEN-ARGYLE CENTRAL SCHOOLS,English,011,345,45,Marshall                                     ,01,6,Outstate - Enrollment less than 500
11-12,2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Russian,040,5,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
11-12,2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,Spanish,045,161,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
11-12,2859,01,GLENCOE-SILVER LAKE SCHOOL DISTRICT,English,011,1498,43,McLeod                                       ,06E,4,Outstate - Enrollment between 1000 and 1999
11-12,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,English,011,1197,22,Faribault                                    ,09,4,Outstate - Enrollment between 1000 and 1999
11-12,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,Russian,040,2,22,Faribault                                    ,09,4,Outstate - Enrollment between 1000 and 1999
11-12,2860,01,BLUE EARTH AREA PUBLIC SCHOOL,Spanish,045,78,22,Faribault                                    ,09,4,Outstate - Enrollment between 1000 and 1999
11-12,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,Spanish,045,6,17,Cottonwood                                   ,08,6,Outstate - Enrollment less than 500
11-12,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,Hmong,020,1,17,Cottonwood                                   ,08,6,Outstate - Enrollment less than 500
11-12,2884,01,RED ROCK CENTRAL SCHOOL DISTRICT,English,011,413,17,Cottonwood                                   ,08,6,Outstate - Enrollment less than 500
11-12,2886,01,GLENVILLE-EMMONS SCHOOL DISTRICT,English,011,281,24,Freeborn                                     ,10,6,Outstate - Enrollment less than 500
11-12,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,German,017,49,06,Big Stone                                    ,06W,6,Outstate - Enrollment less than 500
11-12,2888,01,CLINTON-GRACEVILLE-BEARDSLEY,English,011,311,06,Big Stone                                    ,06W,6,Outstate - Enrollment less than 500
11-12,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,Uzbek,096,2,03,Becker                                       ,04,5,Outstate - Enrollment between 500 and 999
11-12,2889,01,LAKE PARK AUDUBON SCHOOL DISTRICT,English,011,642,03,Becker                                       ,04,5,Outstate - Enrollment between 500 and 999
11-12,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,Norwegian,034,1,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
11-12,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,Spanish,045,80,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
11-12,2890,01,RENVILLE COUNTY WEST SCHOOL DIST.,English,011,433,65,Renville                                     ,06E,5,Outstate - Enrollment between 500 and 999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,Spanish,045,9,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,"Chinese, Mandarin ",007,1,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,Bengali,010,2,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,"Lao, Laotian ",028,12,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,English,011,1112,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2895,01,JACKSON COUNTY CENTRAL SCHOOL DIST.,Icelandic,022,1,32,Jackson                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2897,01,REDWOOD AREA SCHOOL DISTRICT,Hmong,020,3,64,Redwood                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2897,01,REDWOOD AREA SCHOOL DISTRICT,Spanish,045,16,64,Redwood                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2897,01,REDWOOD AREA SCHOOL DISTRICT,English,011,1094,64,Redwood                                      ,08,4,Outstate - Enrollment between 1000 and 1999
11-12,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,Hmong,020,153,17,Cottonwood                                   ,08,6,Outstate - Enrollment less than 500
11-12,2898,01,WESTBROOK-WALNUT GROVE SCHOOLS,English,011,313,17,Cottonwood                                   ,08,6,Outstate - Enrollment less than 500
11-12,2899,01,PLAINVIEW-ELGIN-MILLVILLE,Afrikaans,001,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
11-12,2899,01,PLAINVIEW-ELGIN-MILLVILLE,English,011,1435,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
11-12,2899,01,PLAINVIEW-ELGIN-MILLVILLE,Spanish,045,90,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
11-12,2899,01,PLAINVIEW-ELGIN-MILLVILLE,"Chinese, Mandarin ",007,1,79,Wabasha                                      ,10,4,Outstate - Enrollment between 1000 and 1999
11-12,2902,01,RTR PUBLIC SCHOOLS,Spanish,045,7,41,Lincoln                                      ,08,5,Outstate - Enrollment between 500 and 999
11-12,2902,01,RTR PUBLIC SCHOOLS,English,011,530,41,Lincoln                                      ,08,5,Outstate - Enrollment between 500 and 999
11-12,2903,01,ORTONVILLE PUBLIC SCHOOLS,Dutch,033,2,06,Big Stone                                    ,06W,6,Outstate - Enrollment less than 500
11-12,2903,01,ORTONVILLE PUBLIC SCHOOLS,Spanish,045,4,06,Big Stone                                    ,06W,6,Outstate - Enrollment less than 500
11-12,2903,01,ORTONVILLE PUBLIC SCHOOLS,English,011,488,06,Big Stone                                    ,06W,6,Outstate - Enrollment less than 500
11-12,2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,English,011,640,42,Lyon                                         ,08,5,Outstate - Enrollment between 500 and 999
11-12,2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,Arabic,002,1,42,Lyon                                         ,08,5,Outstate - Enrollment between 500 and 999
11-12,2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,Spanish,045,24,42,Lyon                                         ,08,5,Outstate - Enrollment between 500 and 999
11-12,2904,01,TRACY AREA PUBLIC SCHOOL DISTRICT,Hmong,020,101,42,Lyon                                         ,08,5,Outstate - Enrollment between 500 and 999
11-12,4000,07,CITY ACADEMY,English,011,123,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4001,07,BLUFFVIEW MONTESSORI,English,011,204,85,Winona                                       ,10,6,Outstate - Enrollment less than 500
11-12,4003,07,"NEW HEIGHTS SCHOOL, INC.",English,011,136,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,"Oromo, Afan Oromo, Oromiffa ",074,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,Spanish,045,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,English,011,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,Tigrinya,071,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,Amharic,063,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,Somali,069,124,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4004,07,CEDAR RIVERSIDE COMMUNITY SCHOOL,Vietnamese,051,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4005,07,METRO DEAF SCHOOL,Hmong,020,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4005,07,METRO DEAF SCHOOL,"Sign Language, ASL",042,77,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4007,07,MINNESOTA NEW COUNTRY SCHOOL,Spanish,045,1,72,Sibley                                       ,09,6,Outstate - Enrollment less than 500
11-12,4007,07,MINNESOTA NEW COUNTRY SCHOOL,English,011,107,72,Sibley                                       ,09,6,Outstate - Enrollment less than 500
11-12,4008,07,PACT CHARTER SCHOOL,Spanish,045,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4008,07,PACT CHARTER SCHOOL,English,011,645,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4008,07,PACT CHARTER SCHOOL,Russian,040,6,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4011,07,NEW VISIONS CHARTER SCHOOL,Somali,069,66,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4011,07,NEW VISIONS CHARTER SCHOOL,English,011,114,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4011,07,NEW VISIONS CHARTER SCHOOL,"English, Creolized",057,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4011,07,NEW VISIONS CHARTER SCHOOL,Spanish,045,20,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Spanish,045,108,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,"Khmer, Cambodian ",005,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,"English, Creolized",057,10,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Hmong,020,318,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Somali,069,3,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,English,011,274,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Haitian Creole,085,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Gio,242,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,Tigrinya,071,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4015,07,COMMUNITY OF PEACE ACADEMY,"Oromo, Afan Oromo, Oromiffa ",074,4,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4016,07,WORLD LEARNER CHARTER SCHOOL,English,011,197,10,Carver                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Russian,040,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Vietnamese,051,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Not Specific,052,15,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,French,015,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Spanish,045,41,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,English,011,3020,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Somali,069,191,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Hmong,020,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4017,07,MINNESOTA TRANSITIONS CHARTER SCH,Amharic,063,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4018,07,ACHIEVE LANGUAGE ACADEMY,Punjabi,117,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4018,07,ACHIEVE LANGUAGE ACADEMY,Hmong,020,159,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4018,07,ACHIEVE LANGUAGE ACADEMY,Spanish,045,104,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4018,07,ACHIEVE LANGUAGE ACADEMY,English,011,139,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4018,07,ACHIEVE LANGUAGE ACADEMY,"Khmer, Cambodian ",005,8,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,Spanish,045,6,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
11-12,4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,Croatian,127,1,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
11-12,4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,Vietnamese,051,2,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
11-12,4020,07,DULUTH PUBLIC SCHOOLS ACADEMY,English,011,1181,69,St. Louis                                    ,03,4,Outstate - Enrollment between 1000 and 1999
11-12,4025,07,CYBER VILLAGE ACADEMY,English,011,130,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4025,07,CYBER VILLAGE ACADEMY,Somali,069,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4025,07,CYBER VILLAGE ACADEMY,Russian,040,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4025,07,CYBER VILLAGE ACADEMY,Hindi ,019,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4026,07,E.C.H.O. CHARTER SCHOOL,English,011,186,87,Yellow Medicine                              ,06W,6,Outstate - Enrollment less than 500
11-12,4027,07,HIGHER GROUND ACADEMY,English,011,15,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4027,07,HIGHER GROUND ACADEMY,"Oromo, Afan Oromo, Oromiffa ",074,65,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4027,07,HIGHER GROUND ACADEMY,Shona,169,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4027,07,HIGHER GROUND ACADEMY,Nepali,068,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4027,07,HIGHER GROUND ACADEMY,Somali,069,607,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4029,07,ST. PAUL CITY SCHOOL,Amharic,063,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4029,07,ST. PAUL CITY SCHOOL,Spanish,045,105,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4029,07,ST. PAUL CITY SCHOOL,Hmong,020,113,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4029,07,ST. PAUL CITY SCHOOL,English,011,113,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,"English, Creolized",057,39,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,English,011,201,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Grebo,077,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Tibetan,073,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Urdu,122,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,"Chinese, Mandarin ",007,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,"Lao, Laotian ",028,3,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Hmong,020,6,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Spanish,045,5,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,Yoruba,075,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4030,07,ODYSSEY ACADEMY,French,015,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4031,07,JENNINGS COMMUNITY LEARNING CENTER,English,011,54,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4031,07,JENNINGS COMMUNITY LEARNING CENTER,Spanish,045,6,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4032,07,HARVEST PREP SCHOOL-SEED ACADEMY,Spanish,045,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4032,07,HARVEST PREP SCHOOL-SEED ACADEMY,English,011,397,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4032,07,HARVEST PREP SCHOOL-SEED ACADEMY,Loma,290,2,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,Batak,193,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,Vietnamese,051,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,Spanish,045,24,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,Bantu,101,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,English,011,245,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4035,07,CONCORDIA CREATIVE LEARNING ACADEMY,Hmong,020,32,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4036,07,FACE TO FACE ACADEMY,English,011,68,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4038,07,SOJOURNER TRUTH ACADEMY,Spanish,045,69,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4038,07,SOJOURNER TRUTH ACADEMY,English,011,275,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4039,07,HIGH SCHOOL FOR RECORDING ARTS,English,011,196,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4042,07,TWIN CITIES ACADEMY,English,011,159,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4042,07,TWIN CITIES ACADEMY,Afrikaans,001,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4042,07,TWIN CITIES ACADEMY,Somali,069,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4042,07,TWIN CITIES ACADEMY,Hmong,020,11,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4042,07,TWIN CITIES ACADEMY,Spanish,045,12,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,Spanish,045,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,Hmong,020,2,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,"Chinese, Mandarin ",007,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,Tamashek,367,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,Afrikaans,001,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,Telugu,119,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4043,07,MATH AND SCIENCE ACADEMY,English,011,375,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4045,07,LAKES AREA CHARTER SCHOOL,English,011,49,21,Douglas                                      ,04,6,Outstate - Enrollment less than 500
11-12,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,Turkish,048,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,Bosnian,041,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,English,011,169,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4049,07,NORTHWEST PASSAGE HIGH SCHOOL,Vietnamese,051,1,02,Anoka                                        ,11,2,County Metro Area excluding MPLS/STP
11-12,4050,07,LAFAYETTE PUBLIC CHARTER SCHOOL,English,011,85,52,Nicollet                                     ,09,6,Outstate - Enrollment less than 500
11-12,4052,07,FOUR DIRECTIONS CHARTER SCHOOLS,English,011,97,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4053,07,NORTH LAKES ACADEMY,English,011,326,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4053,07,NORTH LAKES ACADEMY,Hmong,020,1,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4053,07,NORTH LAKES ACADEMY,Russian,040,2,82,Washington                                   ,11,2,County Metro Area excluding MPLS/STP
11-12,4054,07,LACRESCENT MONTESSORI ACADEMY,English,011,49,28,Houston                                      ,10,6,Outstate - Enrollment less than 500
11-12,4055,07,NERSTRAND CHARTER SCHOOL,English,011,155,66,Rice                                         ,10,6,Outstate - Enrollment less than 500
11-12,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,English,011,119,55,Olmsted                                      ,10,6,Outstate - Enrollment less than 500
11-12,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,"Sign Language, ASL",042,1,55,Olmsted                                      ,10,6,Outstate - Enrollment less than 500
11-12,4056,07,ROCHESTER OFF-CAMPUS CHARTER HIGH,Spanish,045,1,55,Olmsted                                      ,10,6,Outstate - Enrollment less than 500
11-12,4057,07,EL COLEGIO CHARTER SCHOOL,Spanish,045,48,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4057,07,EL COLEGIO CHARTER SCHOOL,English,011,21,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4058,07,SCHOOLCRAFT LEARNING COMMUNITY CHTR,English,011,184,04,Beltrami                                     ,02,6,Outstate - Enrollment less than 500
11-12,4059,07,CROSSLAKE COMMUNITY CHARTER SCHOOL,English,011,135,18,Crow Wing                                    ,05,6,Outstate - Enrollment less than 500
11-12,4064,07,RIVERWAY LEARNING COMMUNITY CHTR,English,011,84,85,Winona                                       ,10,6,Outstate - Enrollment less than 500
11-12,4066,07,RIVERBEND ACADEMY,English,011,77,07,Blue Earth                                   ,09,6,Outstate - Enrollment less than 500
11-12,4067,07,AURORA CHARTER SCHOOL,Spanish,045,293,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4067,07,AURORA CHARTER SCHOOL,English,011,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,"English, Creolized",057,72,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,Spanish,045,8,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,English,011,359,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,French,015,1,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,Bengali,010,4,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4068,07,EXCELL ACADEMY CHARTER,Yoruba,075,7,27,Hennepin                                     ,11,2,County Metro Area excluding MPLS/STP
11-12,4070,07,HOPE COMMUNITY ACADEMY,Burmese,055,2,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4070,07,HOPE COMMUNITY ACADEMY,English,011,152,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4070,07,HOPE COMMUNITY ACADEMY,Hmong,020,293,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,Spanish,045,273,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,Somali,069,1,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
11-12,4073,07,ACADEMIA CESAR CHAVEZ CHARTER SCH.,English,011,63,62,Ramsey                                       ,11,2,County Metro Area excluding MPLS/STP
