,,,,,,,,,,,
fiscalYear,districtNumber,districtType,districtName,languageName,homePrimaryLanguage,enrollments,countyCode,CountyName,eco_dev_rgn,strata,strataName
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Italian,023,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Japanese,024,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,"Khmer, Cambodian ",005,19,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Korean,026,6,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,"Lao, Laotian ",028,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Norwegian,034,8,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Not Specific,052,7,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Polish,037,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Portuguese,038,9,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Romanian,039,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Russian,040,45,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,"Sign Language, ASL",042,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Sinhala,058,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Somali,069,17,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Spanish,045,101,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,"Swahili, Kiswahili ",070,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Swedish,046,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Thai,047,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Ukrainian,049,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Uzbek,096,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Vietnamese,051,18,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0276,01,MINNETONKA PUBLIC SCHOOL DISTRICT  ,Wolof,094,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Cebuano,036,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,"Chinese, Mandarin ",007,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,English,011,2128,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,French,015,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,German,017,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,"Khmer, Cambodian ",005,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,"Lao, Laotian ",028,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Portuguese,038,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Romanian,039,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Russian,040,20,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Spanish,045,15,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,"Swahili, Kiswahili ",070,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Turkish,048,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Ukrainian,049,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0277,01,WESTONKA PUBLIC SCHOOL DISTRICT    ,Vietnamese,051,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Amharic,063,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,"Chinese, Mandarin ",007,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Dutch,033,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,English,011,2678,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Farsi ,013,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,French,015,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,German,017,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Hindi ,019,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Icelandic,022,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Japanese,024,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Polish,037,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Portuguese,038,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Russian,040,12,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Spanish,045,36,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Swedish,046,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Ukrainian,049,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Urdu,122,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0278,01,ORONO PUBLIC SCHOOL DISTRICT       ,Vietnamese,051,9,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Adangme,083,17,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Afrikaans,001,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Akan ,156,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Amharic,063,20,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Arabic,002,56,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Arawak,079,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Bemba,098,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Bengali,010,115,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Bosnian,041,22,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Bulgarian,064,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Burmese,055,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Cantonese,108,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Cebuano,036,13,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Chinese, Mandarin ",007,104,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Dutch,033,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,English,011,15856,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"English, Creolized",057,408,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Ewe,158,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Farsi ,013,7,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Filipino, Pilipino",126,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,French,015,46,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Fulah,066,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Ganda, Luganda ",095,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,German,017,16,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Gio,242,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Grebo,077,84,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Greek,054,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Gujarati,112,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Haitian Creole,085,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Hebrew,018,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Hindi ,019,46,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Hmong,020,1253,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Igala,253,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Igbo,065,15,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Indonesian, Bahasa Indonesian",032,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Italian,023,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Japanese,024,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Kamba,088,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Kannada ,113,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Khmer, Cambodian ",005,39,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Korean,026,18,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Krahn,281,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Krio,149,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Lao, Laotian ",028,195,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Latvian,029,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Lithuanian,031,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Macedonian,089,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Malayalam,115,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Mandingo,302,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Marathi,116,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Ndebele,099,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Nepali,068,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Not Specific,052,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Ojibwa, Chippewa, Anishinaabemowin",035,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Oromo, Afan Oromo, Oromiffa ",074,111,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Polish,037,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Portuguese,038,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Punjabi,117,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Romanian,039,19,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Russian,040,187,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Shona,169,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Sign Language, ASL",042,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Slovak,043,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Somali,069,96,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Spanish,045,1027,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,"Swahili, Kiswahili ",070,57,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Swedish,046,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Tamil,118,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Telugu,119,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Thai,047,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Tibetan,073,6,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Tigrinya,071,11,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Turkish,048,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Twi,161,3,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Ukrainian,049,10,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Urdu,122,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Vietnamese,051,402,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Wolof,094,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0279,01,OSSEO PUBLIC SCHOOL DISTRICT       ,Yoruba,075,40,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Adangme,083,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Afrikaans,001,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Amharic,063,15,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Arabic,002,18,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Bengali,010,18,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Bosnian,041,9,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Cebuano,036,12,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Chinese, Mandarin ",007,28,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,English,011,2240,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"English, Creolized",057,35,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Filipino, Pilipino",126,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,French,015,6,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"French, Creolized",232,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Ganda, Luganda ",095,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,German,017,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Grebo,077,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Greek,054,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Hindi ,019,18,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Hmong,020,10,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Igbo,065,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Kannada ,113,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Khmer, Cambodian ",005,20,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Korean,026,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Lao, Laotian ",028,28,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Mandingo,302,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Nepali,068,5,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Not Specific,052,11,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Oromo, Afan Oromo, Oromiffa ",074,21,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Russian,040,4,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Somali,069,99,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Spanish,045,1304,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,"Swahili, Kiswahili ",070,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Tamil,118,2,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Thai,047,1,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Tibetan,073,38,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Vietnamese,051,62,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
10-11,0280,01,RICHFIELD PUBLIC SCHOOL DISTRICT   ,Yoruba,075,6,27,Hennepin                                     ,11 ,2,County Metro Area excluding MPLS/STP
